TAX,ASSESSED
VILLAGE TAXABLE,18475
SCHOOL TAXABLE,18475
FULL MKT VAL,1043785
COUNTY TAXABLE,21500
VILLAGE TAXABLE,21500
SCHOOL TAXABLE,21500
FULL MKT VAL,1214689
COUNTY TAXABLE,25080
VILLAGE TAXABLE,25080
SCHOOL TAXABLE,25080
FULL MKT VAL,1416949
COUNTY TAXABLE,14750
VILLAGE TAXABLE,14750
SCHOOL TAXABLE,12920
FULL MKT VAL,833333
COUNTY TAXABLE,21125
VILLAGE TAXABLE,21125
SCHOOL TAXABLE,19295
FULL MKT VAL,1193502
COUNTY TAXABLE,21125
VILLAGE TAXABLE,21125
SCHOOL TAXABLE,21125
FULL MKT VAL,1193502
COUNTY TAXABLE,18200
VILLAGE TAXABLE,18200
SCHOOL TAXABLE,14410
FULL MKT VAL,1028248
COUNTY TAXABLE,24200
VILLAGE TAXABLE,24200
SCHOOL TAXABLE,24200
FULL MKT VAL,1367231
COUNTY TAXABLE,26100
VILLAGE TAXABLE,26100
SCHOOL TAXABLE,26100
FULL MKT VAL,1474576
COUNTY TAXABLE,22000
VILLAGE TAXABLE,22000
SCHOOL TAXABLE,20170
FULL MKT VAL,1242937
COUNTY TAXABLE,27150
VILLAGE TAXABLE,27150
SCHOOL TAXABLE,25320
FULL MKT VAL,1533898
COUNTY TAXABLE,17100
VILLAGE TAXABLE,17100
SCHOOL TAXABLE,15270
FULL MKT VAL,966101
COUNTY TAXABLE,28150
VILLAGE TAXABLE,28150
SCHOOL TAXABLE,26320
FULL MKT VAL,1590395
COUNTY TAXABLE,23750
VILLAGE TAXABLE,23750
SCHOOL TAXABLE,23750
FULL MKT VAL,1341807
COUNTY TAXABLE,17950
VILLAGE TAXABLE,17950
SCHOOL TAXABLE,16120
FULL MKT VAL,1014124
COUNTY TAXABLE,31700
VILLAGE TAXABLE,31700
SCHOOL TAXABLE,31700
FULL MKT VAL,1790960
COUNTY TAXABLE,19800
VILLAGE TAXABLE,19800
SCHOOL TAXABLE,16010
FULL MKT VAL,1118644
COUNTY TAXABLE,19850
VILLAGE TAXABLE,19850
SCHOOL TAXABLE,19850
FULL MKT VAL,1121468
COUNTY TAXABLE,29250
VILLAGE TAXABLE,29250
SCHOOL TAXABLE,29250
FULL MKT VAL,1652542
COUNTY TAXABLE,26550
VILLAGE TAXABLE,26550
SCHOOL TAXABLE,26550
FULL MKT VAL,1499999
COUNTY TAXABLE,21125
VILLAGE TAXABLE,21125
SCHOOL TAXABLE,21125
FULL MKT VAL,1193502
COUNTY TAXABLE,20625
VILLAGE TAXABLE,20625
SCHOOL TAXABLE,18795
FULL MKT VAL,1165254
COUNTY TAXABLE,20950
VILLAGE TAXABLE,20950
SCHOOL TAXABLE,20950
FULL MKT VAL,1183615
COUNTY TAXABLE,27250
VILLAGE TAXABLE,27250
SCHOOL TAXABLE,27250
FULL MKT VAL,1539548
COUNTY TAXABLE,18375
VILLAGE TAXABLE,18375
SCHOOL TAXABLE,16545
FULL MKT VAL,1038135
COUNTY TAXABLE,18825
VILLAGE TAXABLE,18825
SCHOOL TAXABLE,16995
FULL MKT VAL,1063559
COUNTY TAXABLE,15850
VILLAGE TAXABLE,15850
SCHOOL TAXABLE,15850
FULL MKT VAL,895480
COUNTY TAXABLE,22250
VILLAGE TAXABLE,22250
SCHOOL TAXABLE,20420
FULL MKT VAL,1257062
COUNTY TAXABLE,1350
VILLAGE TAXABLE,1350
SCHOOL TAXABLE,1350
FULL MKT VAL,76271
COUNTY TAXABLE,12850
VILLAGE TAXABLE,12850
SCHOOL TAXABLE,11020
FULL MKT VAL,725988
COUNTY TAXABLE,11850
VILLAGE TAXABLE,11850
SCHOOL TAXABLE,8060
FULL MKT VAL,669491
COUNTY TAXABLE,18475
VILLAGE TAXABLE,18475
SCHOOL TAXABLE,18475
FULL MKT VAL,1043785
COUNTY TAXABLE,16600
VILLAGE TAXABLE,16600
SCHOOL TAXABLE,14770
FULL MKT VAL,937853
COUNTY TAXABLE,18575
VILLAGE TAXABLE,18575
SCHOOL TAXABLE,16745
FULL MKT VAL,1049435
COUNTY TAXABLE,28350
VILLAGE TAXABLE,28350
SCHOOL TAXABLE,28350
FULL MKT VAL,1601694
COUNTY TAXABLE,17875
VILLAGE TAXABLE,17875
SCHOOL TAXABLE,16045
FULL MKT VAL,1009887
COUNTY TAXABLE,22900
VILLAGE TAXABLE,22900
SCHOOL TAXABLE,19110
FULL MKT VAL,1293785
COUNTY TAXABLE,30600
VILLAGE TAXABLE,30600
SCHOOL TAXABLE,28770
FULL MKT VAL,1728813
COUNTY TAXABLE,26125
VILLAGE TAXABLE,26125
SCHOOL TAXABLE,26125
FULL MKT VAL,1475988
COUNTY TAXABLE,18700
VILLAGE TAXABLE,18700
FULL MKT VAL,1169491
SCHOOL TAXABLE,18870
COUNTY TAXABLE,28950
VILLAGE TAXABLE,28950
SCHOOL TAXABLE,28950
FULL MKT VAL,1635593
COUNTY TAXABLE,25525
VILLAGE TAXABLE,25525
SCHOOL TAXABLE,25525
FULL MKT VAL,1442090
COUNTY TAXABLE,21125
VILLAGE TAXABLE,21125
SCHOOL TAXABLE,21125
FULL MKT VAL,1193502
COUNTY TAXABLE,2400
VILLAGE TAXABLE,2400
SCHOOL TAXABLE,2400
FULL MKT VAL,135593
COUNTY TAXABLE,600
VILLAGE TAXABLE,600
SCHOOL TAXABLE,600
FULL MKT VAL,33898
COUNTY TAXABLE,700
VILLAGE TAXABLE,700
SCHOOL TAXABLE,700
FULL MKT VAL,39548
COUNTY TAXABLE,10500
VILLAGE TAXABLE,10500
SCHOOL TAXABLE,10500
FULL MKT VAL,593220
COUNTY TAXABLE,1300
VILLAGE TAXABLE,1300
SCHOOL TAXABLE,1300
FULL MKT VAL,73446
COUNTY TAXABLE,1200
VILLAGE TAXABLE,1200
SCHOOL TAXABLE,1200
FULL MKT VAL,67796
COUNTY TAXABLE,1800
VILLAGE TAXABLE,1800
SCHOOL TAXABLE,1800
FULL MKT VAL,101694
COUNTY TAXABLE,1400
VILLAGE TAXABLE,1400
SCHOOL TAXABLE,1400
FULL MKT VAL,79096
COUNTY TAXABLE,1400
VILLAGE TAXABLE,1400
SCHOOL TAXABLE,1400
FULL MKT VAL,79096
COUNTY TAXABLE,7500
VILLAGE TAXABLE,7500
SCHOOL TAXABLE,7500
FULL MKT VAL,423728
COUNTY TAXABLE,34590
VILLAGE TAXABLE,34590
FULL MKT VAL,2011299
SCHOOL TAXABLE,33770
COUNTY TAXABLE,3000
VILLAGE TAXABLE,3000
SCHOOL TAXABLE,3000
FULL MKT VAL,169491
COUNTY TAXABLE,100
VILLAGE TAXABLE,100
SCHOOL TAXABLE,100
FULL MKT VAL,5649
COUNTY TAXABLE,16500
VILLAGE TAXABLE,16500
FULL MKT VAL,932203
SCHOOL TAXABLE,14670
COUNTY TAXABLE,32600
VILLAGE TAXABLE,32600
SCHOOL TAXABLE,32600
FULL MKT VAL,1841807
COUNTY TAXABLE,2100
VILLAGE TAXABLE,2100
SCHOOL TAXABLE,2100
FULL MKT VAL,118644
COUNTY TAXABLE,300
VILLAGE TAXABLE,300
SCHOOL TAXABLE,300
FULL MKT VAL,16949
COUNTY TAXABLE,700
VILLAGE TAXABLE,700
SCHOOL TAXABLE,700
FULL MKT VAL,39548
COUNTY TAXABLE,700
VILLAGE TAXABLE,700
SCHOOL TAXABLE,700
FULL MKT VAL,39548
COUNTY TAXABLE,1
VILLAGE TAXABLE,1
SCHOOL TAXABLE,1
FULL MKT VAL,56
COUNTY TAXABLE,49
VILLAGE TAXABLE,49
SCHOOL TAXABLE,49
FULL MKT VAL,2768
COUNTY TAXABLE,500
VILLAGE TAXABLE,500
SCHOOL TAXABLE,500
FULL MKT VAL,28248
COUNTY TAXABLE,17825
VILLAGE TAXABLE,17825
FULL MKT VAL,1007062
SCHOOL TAXABLE,15995
COUNTY TAXABLE,28200
VILLAGE TAXABLE,28200
SCHOOL TAXABLE,28200
FULL MKT VAL,1593220
COUNTY TAXABLE,600
VILLAGE TAXABLE,600
SCHOOL TAXABLE,600
FULL MKT VAL,33898
COUNTY TAXABLE,1300
VILLAGE TAXABLE,1300
SCHOOL TAXABLE,1300
FULL MKT VAL,73446
COUNTY TAXABLE,3375
VILLAGE TAXABLE,3375
SCHOOL TAXABLE,3375
FULL MKT VAL,190677
COUNTY TAXABLE,2200
VILLAGE TAXABLE,2200
SCHOOL TAXABLE,2200
FULL MKT VAL,124293
COUNTY TAXABLE,37850
VILLAGE TAXABLE,37850
SCHOOL TAXABLE,37850
FULL MKT VAL,2138418
COUNTY TAXABLE,6300
VILLAGE TAXABLE,6300
SCHOOL TAXABLE,6300
FULL MKT VAL,355932
COUNTY TAXABLE,3100
VILLAGE TAXABLE,3100
SCHOOL TAXABLE,3100
FULL MKT VAL,175141
COUNTY TAXABLE,13500
VILLAGE TAXABLE,13500
SCHOOL TAXABLE,13500
FULL MKT VAL,762711
COUNTY TAXABLE,11200
VILLAGE TAXABLE,11200
SCHOOL TAXABLE,11200
FULL MKT VAL,632768
COUNTY TAXABLE,500
VILLAGE TAXABLE,500
SCHOOL TAXABLE,500
FULL MKT VAL,28248
COUNTY TAXABLE,13475
VILLAGE TAXABLE,13475
SCHOOL TAXABLE,11645
FULL MKT VAL,761299
COUNTY TAXABLE,18900
VILLAGE TAXABLE,18900
SCHOOL TAXABLE,17070
FULL MKT VAL,1067796
COUNTY TAXABLE,21500
VILLAGE TAXABLE,21500
SCHOOL TAXABLE,26500
FULL MKT VAL,1497175
COUNTY TAXABLE,18500
VILLAGE TAXABLE,18500
SCHOOL TAXABLE,16670
FULL MKT VAL,1045197
COUNTY TAXABLE,18175
VILLAGE TAXABLE,18175
SCHOOL TAXABLE,16345
FULL MKT VAL,1026836
COUNTY TAXABLE,32500
VILLAGE TAXABLE,32500
SCHOOL TAXABLE,32500
FULL MKT VAL,1836158
COUNTY TAXABLE,17525
VILLAGE TAXABLE,17525
SCHOOL TAXABLE,17525
FULL MKT VAL,990112
COUNTY TAXABLE,1800
VILLAGE TAXABLE,1800
SCHOOL TAXABLE,1800
FULL MKT VAL,101694
COUNTY TAXABLE,1800
VILLAGE TAXABLE,1800
SCHOOL TAXABLE,1800
FULL MKT VAL,101694
COUNTY TAXABLE,3600
VILLAGE TAXABLE,3600
SCHOOL TAXABLE,3600
FULL MKT VAL,203389
COUNTY TAXABLE,1800
VILLAGE TAXABLE,1800
SCHOOL TAXABLE,1800
FULL MKT VAL,101694
COUNTY TAXABLE,4200
VILLAGE TAXABLE,4200
SCHOOL TAXABLE,4200
FULL MKT VAL,237288
COUNTY TAXABLE,2800
VILLAGE TAXABLE,2800
SCHOOL TAXABLE,2800
FULL MKT VAL,158192
COUNTY TAXABLE,2900
VILLAGE TAXABLE,2900
SCHOOL TAXABLE,2900
FULL MKT VAL,163841
COUNTY TAXABLE,6300
VILLAGE TAXABLE,6300
SCHOOL TAXABLE,6300
FULL MKT VAL,355932
COUNTY TAXABLE,1000
VILLAGE TAXABLE,1000
SCHOOL TAXABLE,1000
FULL MKT VAL,56497
COUNTY TAXABLE,18700
VILLAGE TAXABLE,18700
SCHOOL TAXABLE,18700
FULL MKT VAL,1056497
COUNTY TAXABLE,40040
VILLAGE TAXABLE,40040
SCHOOL TAXABLE,38210
FULL MKT VAL,2262146
COUNTY TAXABLE,38725
VILLAGE TAXABLE,38725
SCHOOL TAXABLE,38725
FULL MKT VAL,2187853
COUNTY TAXABLE,36300
VILLAGE TAXABLE,36300
SCHOOL TAXABLE,34470
FULL MKT VAL,2050847
COUNTY TAXABLE,37925
VILLAGE TAXABLE,37925
SCHOOL TAXABLE,37925
FULL MKT VAL,2142655
COUNTY TAXABLE,40000
VILLAGE TAXABLE,40000
SCHOOL TAXABLE,40000
FULL MKT VAL,2259887
COUNTY TAXABLE,38000
VILLAGE TAXABLE,38000
SCHOOL TAXABLE,38000
FULL MKT VAL,2146892
COUNTY TAXABLE,38725
VILLAGE TAXABLE,38725
SCHOOL TAXABLE,38725
FULL MKT VAL,2187853
COUNTY TAXABLE,35650
VILLAGE TAXABLE,35650
SCHOOL TAXABLE,35650
FULL MKT VAL,2014124
COUNTY TAXABLE,32700
VILLAGE TAXABLE,32700
FULL MKT VAL,1847457
SCHOOL TAXABLE,30870
COUNTY TAXABLE,38725
VILLAGE TAXABLE,38725
SCHOOL TAXABLE,38725
FULL MKT VAL,2187853
COUNTY TAXABLE,36900
VILLAGE TAXABLE,36900
FULL MKT VAL,2084745
SCHOOL TAXABLE,35070
COUNTY TAXABLE,25525
VILLAGE TAXABLE,25525
SCHOOL TAXABLE,23695
FULL MKT VAL,1442090
COUNTY TAXABLE,26400
VILLAGE TAXABLE,26400
SCHOOL TAXABLE,24570
FULL MKT VAL,1491525
COUNTY TAXABLE,32550
VILLAGE TAXABLE,32550
SCHOOL TAXABLE,30720
FULL MKT VAL,1838983
COUNTY TAXABLE,31800
VILLAGE TAXABLE,31800
SCHOOL TAXABLE,31800
FULL MKT VAL,1796610
COUNTY TAXABLE,32550
VILLAGE TAXABLE,32550
FULL MKT VAL,1838983
SCHOOL TAXABLE,30720
COUNTY TAXABLE,27050
VILLAGE TAXABLE,27050
SCHOOL TAXABLE,27050
FULL MKT VAL,1528248
COUNTY TAXABLE,26400
VILLAGE TAXABLE,26400
SCHOOL TAXABLE,24570
FULL MKT VAL,1491525
COUNTY TAXABLE,24650
VILLAGE TAXABLE,24650
SCHOOL TAXABLE,22820
FULL MKT VAL,1392655
COUNTY TAXABLE,26075
VILLAGE TAXABLE,26075
SCHOOL TAXABLE,26075
FULL MKT VAL,1473163
COUNTY TAXABLE,38400
VILLAGE TAXABLE,38400
SCHOOL TAXABLE,38400
FULL MKT VAL,2169491
COUNTY TAXABLE,38725
VILLAGE TAXABLE,38725
SCHOOL TAXABLE,38725
FULL MKT VAL,2187853
COUNTY TAXABLE,34000
VILLAGE TAXABLE,34000
SCHOOL TAXABLE,34000
FULL MKT VAL,1920903
COUNTY TAXABLE,32150
VILLAGE TAXABLE,32150
SCHOOL TAXABLE,32150
FULL MKT VAL,1816384
COUNTY TAXABLE,9100
VILLAGE TAXABLE,9100
SCHOOL TAXABLE,9100
FULL MKT VAL,514124
COUNTY TAXABLE,39600
VILLAGE TAXABLE,39600
SCHOOL TAXABLE,39600
FULL MKT VAL,2237288
COUNTY TAXABLE,8800
VILLAGE TAXABLE,8800
SCHOOL TAXABLE,8800
FULL MKT VAL,497175
COUNTY TAXABLE,8100
VILLAGE TAXABLE,8100
SCHOOL TAXABLE,8100
FULL MKT VAL,457627
COUNTY TAXABLE,8000
VILLAGE TAXABLE,8000
SCHOOL TAXABLE,8000
FULL MKT VAL,451977
COUNTY TAXABLE,6400
VILLAGE TAXABLE,6400
SCHOOL TAXABLE,6400
FULL MKT VAL,361581
COUNTY TAXABLE,5900
VILLAGE TAXABLE,5900
SCHOOL TAXABLE,5900
FULL MKT VAL,333333
COUNTY TAXABLE,9000
VILLAGE TAXABLE,9000
SCHOOL TAXABLE,9000
FULL MKT VAL,508474
COUNTY TAXABLE,7400
VILLAGE TAXABLE,7400
SCHOOL TAXABLE,7400
FULL MKT VAL,418079
COUNTY TAXABLE,3200
VILLAGE TAXABLE,3200
SCHOOL TAXABLE,3200
FULL MKT VAL,180790
COUNTY TAXABLE,1800
VILLAGE TAXABLE,1800
SCHOOL TAXABLE,1800
FULL MKT VAL,101694
COUNTY TAXABLE,10375
VILLAGE TAXABLE,10375
SCHOOL TAXABLE,8545
FULL MKT VAL,586158
COUNTY TAXABLE,9990
VILLAGE TAXABLE,9990
SCHOOL TAXABLE,9170
FULL MKT VAL,621468
COUNTY TAXABLE,17000
VILLAGE TAXABLE,17000
FULL MKT VAL,960451
SCHOOL TAXABLE,15170
COUNTY TAXABLE,26625
VILLAGE TAXABLE,26625
SCHOOL TAXABLE,26625
FULL MKT VAL,1504237
COUNTY TAXABLE,15250
VILLAGE TAXABLE,15250
SCHOOL TAXABLE,15250
FULL MKT VAL,861581
COUNTY TAXABLE,23325
VILLAGE TAXABLE,23325
SCHOOL TAXABLE,23325
FULL MKT VAL,1317796
COUNTY TAXABLE,12500
VILLAGE TAXABLE,12500
SCHOOL TAXABLE,10670
FULL MKT VAL,706214
COUNTY TAXABLE,15225
VILLAGE TAXABLE,15225
SCHOOL TAXABLE,13395
FULL MKT VAL,860169
COUNTY TAXABLE,13650
VILLAGE TAXABLE,13650
FULL MKT VAL,771186
SCHOOL TAXABLE,11820
COUNTY TAXABLE,19925
VILLAGE TAXABLE,19925
SCHOOL TAXABLE,18095
FULL MKT VAL,1125706
COUNTY TAXABLE,17350
VILLAGE TAXABLE,17350
FULL MKT VAL,980225
SCHOOL TAXABLE,15520
COUNTY TAXABLE,18600
VILLAGE TAXABLE,18600
SCHOOL TAXABLE,18600
FULL MKT VAL,1050847
COUNTY TAXABLE,12600
VILLAGE TAXABLE,12600
SCHOOL TAXABLE,12600
FULL MKT VAL,711864
COUNTY TAXABLE,28500
VILLAGE TAXABLE,28500
SCHOOL TAXABLE,28500
FULL MKT VAL,1610169
COUNTY TAXABLE,17600
VILLAGE TAXABLE,17600
SCHOOL TAXABLE,15770
FULL MKT VAL,994350
COUNTY TAXABLE,21125
VILLAGE TAXABLE,21125
FULL MKT VAL,1193502
SCHOOL TAXABLE,19295
COUNTY TAXABLE,13525
FULL MKT VAL,821186
VILLAGE TAXABLE,13525
SCHOOL TAXABLE,10745
COUNTY TAXABLE,10550
VILLAGE TAXABLE,10550
SCHOOL TAXABLE,8720
FULL MKT VAL,596045
COUNTY TAXABLE,20350
VILLAGE TAXABLE,20350
SCHOOL TAXABLE,18520
FULL MKT VAL,1149717
COUNTY TAXABLE,12300
VILLAGE TAXABLE,12300
FULL MKT VAL,694915
SCHOOL TAXABLE,8510
COUNTY TAXABLE,13600
VILLAGE TAXABLE,13600
SCHOOL TAXABLE,11770
FULL MKT VAL,768361
COUNTY TAXABLE,18825
VILLAGE TAXABLE,18825
SCHOOL TAXABLE,18825
FULL MKT VAL,1063559
COUNTY TAXABLE,16175
VILLAGE TAXABLE,16175
SCHOOL TAXABLE,14345
FULL MKT VAL,913841
COUNTY TAXABLE,15800
VILLAGE TAXABLE,15800
SCHOOL TAXABLE,13970
FULL MKT VAL,892655
COUNTY TAXABLE,17200
VILLAGE TAXABLE,17200
FULL MKT VAL,971751
SCHOOL TAXABLE,15370
COUNTY TAXABLE,21250
VILLAGE TAXABLE,21250
SCHOOL TAXABLE,21250
FULL MKT VAL,1200564
COUNTY TAXABLE,14525
VILLAGE TAXABLE,14525
SCHOOL TAXABLE,12695
FULL MKT VAL,820621
COUNTY TAXABLE,16000
VILLAGE TAXABLE,16000
SCHOOL TAXABLE,14170
FULL MKT VAL,903954
COUNTY TAXABLE,13350
FULL MKT VAL,771186
VILLAGE TAXABLE,13350
SCHOOL TAXABLE,11820
COUNTY TAXABLE,19900
VILLAGE TAXABLE,19900
SCHOOL TAXABLE,18070
FULL MKT VAL,1124293
COUNTY TAXABLE,13900
VILLAGE TAXABLE,13900
FULL MKT VAL,785310
SCHOOL TAXABLE,12070
COUNTY TAXABLE,16900
VILLAGE TAXABLE,16900
SCHOOL TAXABLE,16900
FULL MKT VAL,954802
COUNTY TAXABLE,12400
VILLAGE TAXABLE,12400
SCHOOL TAXABLE,12400
FULL MKT VAL,700564
COUNTY TAXABLE,14950
VILLAGE TAXABLE,14950
SCHOOL TAXABLE,13120
FULL MKT VAL,844632
COUNTY TAXABLE,15300
VILLAGE TAXABLE,15300
FULL MKT VAL,864406
SCHOOL TAXABLE,11510
COUNTY TAXABLE,13952
FULL MKT VAL,883333
VILLAGE TAXABLE,13952
SCHOOL TAXABLE,13805
COUNTY TAXABLE,17600
VILLAGE TAXABLE,17600
SCHOOL TAXABLE,17600
FULL MKT VAL,994350
COUNTY TAXABLE,16600
VILLAGE TAXABLE,16600
SCHOOL TAXABLE,14770
FULL MKT VAL,937853
COUNTY TAXABLE,13600
VILLAGE TAXABLE,13600
SCHOOL TAXABLE,13600
FULL MKT VAL,768361
COUNTY TAXABLE,12500
VILLAGE TAXABLE,12500
SCHOOL TAXABLE,10670
FULL MKT VAL,706214
COUNTY TAXABLE,14100
VILLAGE TAXABLE,14100
SCHOOL TAXABLE,12270
FULL MKT VAL,796610
COUNTY TAXABLE,14100
VILLAGE TAXABLE,14100
FULL MKT VAL,796610
SCHOOL TAXABLE,12270
COUNTY TAXABLE,14950
VILLAGE TAXABLE,14950
SCHOOL TAXABLE,14950
FULL MKT VAL,844632
COUNTY TAXABLE,14000
VILLAGE TAXABLE,14000
SCHOOL TAXABLE,12170
FULL MKT VAL,790960
COUNTY TAXABLE,13825
VILLAGE TAXABLE,13825
SCHOOL TAXABLE,11995
FULL MKT VAL,781073
COUNTY TAXABLE,28550
VILLAGE TAXABLE,28550
SCHOOL TAXABLE,26720
FULL MKT VAL,1612994
COUNTY TAXABLE,12500
VILLAGE TAXABLE,12500
SCHOOL TAXABLE,10670
FULL MKT VAL,706214
COUNTY TAXABLE,12900
VILLAGE TAXABLE,12900
SCHOOL TAXABLE,11070
FULL MKT VAL,728813
COUNTY TAXABLE,16725
VILLAGE TAXABLE,16725
FULL MKT VAL,944915
SCHOOL TAXABLE,14895
COUNTY TAXABLE,4800
VILLAGE TAXABLE,4800
SCHOOL TAXABLE,4800
FULL MKT VAL,271186
COUNTY TAXABLE,15700
VILLAGE TAXABLE,15700
FULL MKT VAL,887005
SCHOOL TAXABLE,13870
COUNTY TAXABLE,12900
VILLAGE TAXABLE,12900
SCHOOL TAXABLE,11070
FULL MKT VAL,728813
COUNTY TAXABLE,16300
VILLAGE TAXABLE,16300
SCHOOL TAXABLE,14470
FULL MKT VAL,920903
COUNTY TAXABLE,24200
VILLAGE TAXABLE,24200
SCHOOL TAXABLE,24200
FULL MKT VAL,1367231
COUNTY TAXABLE,17175
VILLAGE TAXABLE,17175
SCHOOL TAXABLE,15345
FULL MKT VAL,970338
COUNTY TAXABLE,16725
VILLAGE TAXABLE,16725
FULL MKT VAL,944915
SCHOOL TAXABLE,14895
COUNTY TAXABLE,18800
VILLAGE TAXABLE,18800
SCHOOL TAXABLE,18800
FULL MKT VAL,1062146
COUNTY TAXABLE,13700
VILLAGE TAXABLE,13700
SCHOOL TAXABLE,13700
FULL MKT VAL,774011
COUNTY TAXABLE,18475
VILLAGE TAXABLE,18475
SCHOOL TAXABLE,16645
FULL MKT VAL,1043785
COUNTY TAXABLE,22450
VILLAGE TAXABLE,22450
SCHOOL TAXABLE,22450
FULL MKT VAL,1268361
COUNTY TAXABLE,17925
VILLAGE TAXABLE,17925
SCHOOL TAXABLE,17925
FULL MKT VAL,1012711
COUNTY TAXABLE,20675
VILLAGE TAXABLE,20675
SCHOOL TAXABLE,18845
FULL MKT VAL,1168079
COUNTY TAXABLE,15700
VILLAGE TAXABLE,15700
SCHOOL TAXABLE,15700
FULL MKT VAL,887005
COUNTY TAXABLE,15400
VILLAGE TAXABLE,15400
FULL MKT VAL,870056
SCHOOL TAXABLE,13570
COUNTY TAXABLE,14500
VILLAGE TAXABLE,14500
SCHOOL TAXABLE,12670
FULL MKT VAL,819209
COUNTY TAXABLE,7600
VILLAGE TAXABLE,7600
FULL MKT VAL,711864
SCHOOL TAXABLE,10770
COUNTY TAXABLE,20250
VILLAGE TAXABLE,20250
SCHOOL TAXABLE,20250
FULL MKT VAL,1144067
COUNTY TAXABLE,18075
VILLAGE TAXABLE,18075
SCHOOL TAXABLE,16245
FULL MKT VAL,1021186
COUNTY TAXABLE,21150
VILLAGE TAXABLE,21150
SCHOOL TAXABLE,21150
FULL MKT VAL,1194915
COUNTY TAXABLE,18475
VILLAGE TAXABLE,18475
FULL MKT VAL,1043785
SCHOOL TAXABLE,16645
COUNTY TAXABLE,16200
VILLAGE TAXABLE,16200
SCHOOL TAXABLE,16200
FULL MKT VAL,915254
COUNTY TAXABLE,19240
VILLAGE TAXABLE,19240
FULL MKT VAL,1144067
SCHOOL TAXABLE,20250
COUNTY TAXABLE,14175
VILLAGE TAXABLE,14175
SCHOOL TAXABLE,12345
FULL MKT VAL,800847
COUNTY TAXABLE,24200
VILLAGE TAXABLE,24200
SCHOOL TAXABLE,24200
FULL MKT VAL,1367231
COUNTY TAXABLE,22200
VILLAGE TAXABLE,22200
SCHOOL TAXABLE,22200
FULL MKT VAL,1254237
COUNTY TAXABLE,17800
VILLAGE TAXABLE,17800
SCHOOL TAXABLE,15970
FULL MKT VAL,1005649
COUNTY TAXABLE,20450
VILLAGE TAXABLE,20450
SCHOOL TAXABLE,18620
FULL MKT VAL,1155367
COUNTY TAXABLE,17400
VILLAGE TAXABLE,17400
SCHOOL TAXABLE,15570
FULL MKT VAL,983050
COUNTY TAXABLE,900
VILLAGE TAXABLE,900
SCHOOL TAXABLE,900
FULL MKT VAL,50847
COUNTY TAXABLE,19900
VILLAGE TAXABLE,19900
FULL MKT VAL,1124293
SCHOOL TAXABLE,18070
COUNTY TAXABLE,16425
VILLAGE TAXABLE,16425
SCHOOL TAXABLE,16425
FULL MKT VAL,927966
COUNTY TAXABLE,19800
VILLAGE TAXABLE,19800
SCHOOL TAXABLE,19800
FULL MKT VAL,1118644
COUNTY TAXABLE,21050
VILLAGE TAXABLE,21050
SCHOOL TAXABLE,21050
FULL MKT VAL,1189265
COUNTY TAXABLE,15500
VILLAGE TAXABLE,15500
SCHOOL TAXABLE,13670
FULL MKT VAL,875706
COUNTY TAXABLE,19700
VILLAGE TAXABLE,19700
SCHOOL TAXABLE,19700
FULL MKT VAL,1112994
COUNTY TAXABLE,14190
VILLAGE TAXABLE,14190
SCHOOL TAXABLE,13370
FULL MKT VAL,858757
COUNTY TAXABLE,17950
VILLAGE TAXABLE,17950
SCHOOL TAXABLE,16120
FULL MKT VAL,1014124
COUNTY TAXABLE,14150
VILLAGE TAXABLE,14150
SCHOOL TAXABLE,14150
FULL MKT VAL,799435
COUNTY TAXABLE,16600
VILLAGE TAXABLE,16600
SCHOOL TAXABLE,14770
FULL MKT VAL,937853
COUNTY TAXABLE,15800
VILLAGE TAXABLE,15800
SCHOOL TAXABLE,13970
FULL MKT VAL,892655
COUNTY TAXABLE,20950
VILLAGE TAXABLE,20950
SCHOOL TAXABLE,19120
FULL MKT VAL,1183615
COUNTY TAXABLE,15980
VILLAGE TAXABLE,15980
SCHOOL TAXABLE,15980
FULL MKT VAL,902824
COUNTY TAXABLE,17800
VILLAGE TAXABLE,17800
SCHOOL TAXABLE,15970
FULL MKT VAL,1005649
COUNTY TAXABLE,15900
VILLAGE TAXABLE,15900
SCHOOL TAXABLE,15900
FULL MKT VAL,898305
COUNTY TAXABLE,11600
VILLAGE TAXABLE,11600
FULL MKT VAL,937853
SCHOOL TAXABLE,16600
COUNTY TAXABLE,2600
VILLAGE TAXABLE,2600
SCHOOL TAXABLE,2600
FULL MKT VAL,146892
COUNTY TAXABLE,19950
VILLAGE TAXABLE,19950
SCHOOL TAXABLE,18120
FULL MKT VAL,1127118
COUNTY TAXABLE,12400
VILLAGE TAXABLE,12400
SCHOOL TAXABLE,10570
FULL MKT VAL,700564
COUNTY TAXABLE,8900
VILLAGE TAXABLE,8900
FULL MKT VAL,785310
SCHOOL TAXABLE,12070
COUNTY TAXABLE,16500
VILLAGE TAXABLE,16500
SCHOOL TAXABLE,16500
FULL MKT VAL,932203
COUNTY TAXABLE,13600
VILLAGE TAXABLE,13600
SCHOOL TAXABLE,11770
FULL MKT VAL,768361
COUNTY TAXABLE,14700
VILLAGE TAXABLE,14700
SCHOOL TAXABLE,12870
FULL MKT VAL,830508
COUNTY TAXABLE,14000
VILLAGE TAXABLE,14000
SCHOOL TAXABLE,12170
FULL MKT VAL,790960
COUNTY TAXABLE,18000
